,Unnamed: 0,YEAR,State_code,State,TopicType,Type of smoking,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,pct of young people,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder,Period
2776,2776,2010,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,10.2,,,1.7,6.9,13.5,816.0,Male,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,2.0
2777,2777,2013,HI,Hawaii,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(21.304850435, -157.857749403)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,3.0
2778,2778,2010,IN,Indiana,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.3,,,0.5,1.4,3.2,1299.0,Female,All Races,All Ages,High School,"(39.766910452, -86.149960194)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,2.0
2779,2779,2009,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,50.2,,,2.3,45.7,54.7,549.0,Female,All Races,All Ages,High School,"(33.998821303, -81.045371207)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,2.0
2780,2780,2009,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,3.3,,,0.5,2.3,4.3,1153.0,Male,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
2781,2781,2001,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,3.3,,,0.6,2.1,4.5,1825.0,Overall,All Races,All Ages,Middle School,"(43.682630005, -114.363730042)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
2782,2782,1999,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,8.1,,,1.2,5.7,10.5,543.0,Female,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
2783,2783,2016,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,1.1,,,0.4,0.4,1.8,899.0,Female,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,3.0
2784,2784,2012,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,11.7,,,1.1,9.5,13.9,2409.0,Overall,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,3.0
2785,2785,2000,OH,Ohio,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,59.7,,,2.5,54.9,64.6,331.0,Overall,All Races,All Ages,High School,"(40.060210141, -82.404260056)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,1.0
2786,2786,2006,IL,Illinois,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,53.5,,,5.7,42.3,64.7,89.0,Female,All Races,All Ages,High School,"(40.485010283, -88.997710178)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,2.0
2787,2787,2000,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,10.3,,,1.0,8.4,12.1,3242.0,Overall,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
2788,2788,2009,HI,Hawaii,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.6,,,0.4,0.0,1.4,769.0,Female,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
2789,2789,2000,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,15.1,,,1.4,12.2,17.9,730.0,Male,All Races,All Ages,High School,"(44.353130053, -100.373530637)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
2790,2790,2005,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.0,,,0.0,0.0,0.0,656.0,Female,All Races,All Ages,High School,"(33.998821303, -81.045371207)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
2791,2791,2015,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,2.0,,,0.3,1.4,2.6,2307.0,Overall,All Races,All Ages,Middle School,"(40.485010283, -88.997710178)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,3.0
2792,2792,2008,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,20.7,,,1.6,17.6,23.8,1205.0,Male,All Races,All Ages,High School,"(40.793730152, -77.860700294)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
2793,2793,2015,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.2,,,0.2,0.0,0.6,970.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
2794,2794,2000,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,39.6,,,2.7,34.3,44.9,855.0,Male,All Races,All Ages,Middle School,"(42.469400913, -93.816490556)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
2795,2795,2002,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,29.2,,,2.3,24.7,33.8,1641.0,Overall,All Races,All Ages,High School,"(40.485010283, -88.997710178)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
2796,2796,2012,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,13.1,,,1.3,10.6,15.6,1511.0,Overall,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,3.0
2797,2797,2007,MI,Michigan,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.1,,,0.1,0.0,0.2,1335.0,Female,All Races,All Ages,High School,"(44.661319543001, -84.71439027)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
2798,2798,2000,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,17.1,,,1.0,15.1,19.1,3550.0,Male,All Races,All Ages,High School,"(46.355648736, -94.794200503)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
2799,2799,1999,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,4.3,,,1.6,1.2,7.4,594.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
2800,2800,2005,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,8.6,,,0.9,6.9,10.3,1019.0,Male,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,2.0
2801,2801,2006,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,23.4,,,2.6,18.4,28.4,914.0,Female,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
2802,2802,2013,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.6,,,0.3,1.1,2.1,2181.0,Overall,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,3.0
2803,2803,2002,PA,Pennsylvania,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,8.6,,,0.7,7.3,10.0,5009.0,Female,All Races,All Ages,High School,"(40.793730152, -77.860700294)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
2804,2804,2000,KY,Kentucky,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,55.5,,,2.6,50.5,60.6,216.0,Male,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,1.0
2805,2805,2003,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,7.1,,,1.0,5.2,9.1,1030.0,Female,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
2806,2806,2015,CT,Connecticut,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,3.0
2807,2807,2008,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,7.4,,,1.0,5.4,9.4,1033.0,Female,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
2808,2808,2000,KY,Kentucky,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,57.1,,,2.6,51.9,62.2,398.0,Overall,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,1.0
2809,2809,2004,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,61.2,,,2.2,56.8,65.5,1548.0,Male,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
2810,2810,1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,48.9,,,2.9,43.2,54.6,996.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
2811,2811,2008,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,3.2,,,0.7,1.9,4.5,2022.0,Female,All Races,All Ages,Middle School,"(37.645970271, -84.774971048)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,2.0
2812,2812,2013,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,13.7,,,1.2,11.3,16.1,2653.0,Overall,All Races,All Ages,High School,"(39.766910452, -86.149960194)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,3.0
2813,2813,2013,GA,Georgia,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6,3.0
2814,2814,2013,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.5,,,0.5,0.5,2.5,1959.0,Overall,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
2815,2815,2002,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,21.1,,,1.5,18.1,24.1,1472.0,Overall,All Races,All Ages,High School,"(38.3477403, -98.200781227)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
2816,2816,2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,24.2,,,2.1,20.0,28.4,1772.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,2.0
2817,2817,2005,GA,Georgia,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,35.2,,,7.2,21.0,49.3,61.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,2.0
2818,2818,2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,0.1,,,0.1,0.0,0.3,2068.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,3.0
2819,2819,2000,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,70.5,,,2.4,65.9,75.1,1326.0,Overall,All Races,All Ages,High School,"(34.748650124, -92.274490743)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
2820,2820,2000,TN,Tennessee,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,56.5,,,1.7,53.3,59.8,1272.0,Overall,All Races,All Ages,Middle School,"(35.68094058, -85.774490914)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,1.0
2821,2821,2013,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,5.7,,,0.9,4.0,7.4,1402.0,Female,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,3.0
2822,2822,2000,DC,District of Columbia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.6,,,0.8,1.1,4.1,503.0,Male,All Races,All Ages,Middle School,"(38.890371385, -77.031961127)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
2823,2823,2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,13.5,,,1.4,10.7,16.2,1522.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
2824,2824,2016,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,27.7,,,2.9,22.1,33.4,787.0,Male,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,3.0
2825,2825,2009,VA,Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.0,,,0.0,0.0,0.0,1021.0,Female,All Races,All Ages,Middle School,"(37.542680674, -78.457890463)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
2826,2826,2000,KY,Kentucky,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,51.6,,,4.0,43.6,59.5,205.0,Male,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,1.0
2827,2827,1999,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,80.9,,,1.6,77.8,84.0,708.0,Male,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
2828,2828,2011,HI,Hawaii,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(21.304850435, -157.857749403)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,3.0
2829,2829,2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,40.0,,,1.9,36.3,43.7,742.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,2.0
2830,2830,2001,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,1.1,,,0.2,0.7,1.6,1373.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
2831,2831,2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,7.9,,,1.4,5.1,10.6,819.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
2832,2832,2002,MD,Maryland,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.9,,,0.2,2.4,3.3,12950.0,Male,All Races,All Ages,Middle School,"(39.290580964, -76.609260111)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
2833,2833,2002,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,35.8,,,1.8,32.3,39.3,766.0,Female,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
2834,2834,2007,VA,Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.3,,,0.2,0.0,0.6,1504.0,Overall,All Races,All Ages,Middle School,"(37.542680674, -78.457890463)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
2835,2835,2002,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,6.6,,,1.5,3.6,9.6,699.0,Female,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,1.0
2836,2836,2005,HI,Hawaii,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,68.2,,,5.0,58.4,78.1,71.0,Female,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,2.0
2837,2837,2016,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.3,,,0.2,0.0,0.6,1600.0,Overall,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
2838,2838,2014,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,9.7,,,1.3,7.0,12.3,1279.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,3.0
2839,2839,2010,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,5.1,,,1.2,2.7,7.5,775.0,Female,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,2.0
2840,2840,2002,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,44.2,,,2.0,40.3,48.1,1331.0,Male,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
2841,2841,2000,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,61.9,,,3.1,55.7,68.0,745.0,Female,All Races,All Ages,High School,"(38.843840757, -106.133610921)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
2842,2842,2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,0.8,,,0.3,0.3,1.3,1456.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9,2.0
2843,2843,2003,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.5,,,0.3,0.8,2.1,2066.0,Overall,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
2844,2844,2010,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,12.2,,,1.1,10.0,14.4,1851.0,Overall,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,2.0
2845,2845,2009,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,32.5,,,2.7,27.2,37.8,504.0,Male,All Races,All Ages,High School,"(33.998821303, -81.045371207)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,2.0
2846,2846,2004,VT,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,3.0,,,1.3,0.5,5.6,710.0,Male,All Races,All Ages,High School,"(43.625381239, -72.517640791)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
2847,2847,2006,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.1,,,0.2,0.0,0.4,560.0,Female,All Races,All Ages,High School,"(40.485010283, -88.997710178)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
2848,2848,2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,20.3,,,2.7,15.0,25.7,718.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,2.0
2849,2849,2000,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,10.8,,,1.3,8.2,13.3,869.0,Female,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
2850,2850,2008,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,20.2,,,3.3,13.7,26.7,612.0,Male,All Races,All Ages,High School,"(42.469400913, -93.816490556)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
2851,2851,2015,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,9.9,,,1.1,7.7,12.1,2211.0,Overall,All Races,All Ages,High School,"(40.485010283, -88.997710178)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,3.0
2852,2852,2014,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,9.0,,,1.3,6.4,11.5,1176.0,Female,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,3.0
2853,2853,2013,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.2,,,0.6,1.0,3.4,816.0,Female,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,3.0
2854,2854,2012,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,31.2,,,2.2,26.8,35.6,1788.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,3.0
2855,2855,2011,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,8.9,,,0.9,7.1,10.7,1885.0,Overall,All Races,All Ages,High School,"(47.475319779, -100.118421049)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,3.0
2856,2856,2002,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,61.6,,,2.2,57.4,65.9,1201.0,Male,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
2857,2857,2002,IL,Illinois,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(40.485010283, -88.997710178)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
2858,2858,2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,4.1,,,0.9,2.4,5.8,976.0,Female,All Races,All Ages,Middle School,"(31.312660644, -92.445680071)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,3.0
2859,2859,2002,OH,Ohio,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,65.9,,,3.2,59.6,72.2,252.0,Overall,All Races,All Ages,High School,"(40.060210141, -82.404260056)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,1.0
